YearMonth,Year,Month,Bidding,Bid_Type,Category,quantity
2002 Oct,2002,Oct,2nd,Received,Total,5409
2002 Oct,2002,Oct,2nd,Received,Cars <=1600cc,1624
2002 Oct,2002,Oct,2nd,Received,Cars >1600cc,850
2002 Oct,2002,Oct,2nd,Received,Goods Vehicles and Buses,651
2002 Oct,2002,Oct,2nd,Received,Motorcycles,907
2002 Oct,2002,Oct,2nd,Received,Open,1377
2002 Oct,2002,Oct,2nd,Dollar Amount,Cars <=1600cc,30758
2002 Oct,2002,Oct,2nd,Dollar Amount,Cars >1600cc,30811
2002 Oct,2002,Oct,2nd,Dollar Amount,Goods Vehicles and Buses,16819
2002 Oct,2002,Oct,2nd,Dollar Amount,Motorcycles,22
2002 Oct,2002,Oct,2nd,Dollar Amount,Open,30801
2002 Oct,2002,Oct,2nd,PQP,Cars <=1600cc,30430
2002 Oct,2002,Oct,2nd,PQP,Cars >1600cc,31021
2002 Oct,2002,Oct,2nd,PQP,Goods Vehicles and Buses,16687
2002 Oct,2002,Oct,2nd,PQP,Motorcycles,55
2002 Nov,2002,Nov,1st,Quota,Total,4617
2002 Nov,2002,Nov,1st,Quota,Cars <=1600cc,1346
2002 Nov,2002,Nov,1st,Quota,Cars >1600cc,663
2002 Nov,2002,Nov,1st,Quota,Goods Vehicles and Buses,571
2002 Nov,2002,Nov,1st,Quota,Motorcycles,940
2002 Nov,2002,Nov,1st,Quota,Open,1097
2002 Nov,2002,Nov,1st,Successful,Total,4600
2002 Nov,2002,Nov,1st,Successful,Cars <=1600cc,1346
2002 Nov,2002,Nov,1st,Successful,Cars >1600cc,663
2002 Nov,2002,Nov,1st,Successful,Goods Vehicles and Buses,570
2002 Nov,2002,Nov,1st,Successful,Motorcycles,938
2002 Nov,2002,Nov,1st,Successful,Open,1083
2002 Nov,2002,Nov,1st,Received,Total,5966
2002 Nov,2002,Nov,1st,Received,Cars <=1600cc,1724
2002 Nov,2002,Nov,1st,Received,Cars >1600cc,866
2002 Nov,2002,Nov,1st,Received,Goods Vehicles and Buses,709
2002 Nov,2002,Nov,1st,Received,Motorcycles,1004
2002 Nov,2002,Nov,1st,Received,Open,1663
2002 Nov,2002,Nov,1st,Dollar Amount,Cars <=1600cc,29113
2002 Nov,2002,Nov,1st,Dollar Amount,Cars >1600cc,27667
2002 Nov,2002,Nov,1st,Dollar Amount,Goods Vehicles and Buses,14995
2002 Nov,2002,Nov,1st,Dollar Amount,Motorcycles,10
2002 Nov,2002,Nov,1st,Dollar Amount,Open,27999
2002 Nov,2002,Nov,2nd,Quota,Total,4503
2002 Nov,2002,Nov,2nd,Quota,Cars <=1600cc,1334
2002 Nov,2002,Nov,2nd,Quota,Cars >1600cc,663
2002 Nov,2002,Nov,2nd,Quota,Goods Vehicles and Buses,576
2002 Nov,2002,Nov,2nd,Quota,Motorcycles,835
2002 Nov,2002,Nov,2nd,Quota,Open,1095
2002 Nov,2002,Nov,2nd,Successful,Total,4262
2002 Nov,2002,Nov,2nd,Successful,Cars <=1600cc,1328
2002 Nov,2002,Nov,2nd,Successful,Cars >1600cc,597
2002 Nov,2002,Nov,2nd,Successful,Goods Vehicles and Buses,567
2002 Nov,2002,Nov,2nd,Successful,Motorcycles,676
2002 Nov,2002,Nov,2nd,Successful,Open,1094
2002 Nov,2002,Nov,2nd,Received,Total,5678
2002 Nov,2002,Nov,2nd,Received,Cars <=1600cc,1942
2002 Nov,2002,Nov,2nd,Received,Cars >1600cc,879
2002 Nov,2002,Nov,2nd,Received,Goods Vehicles and Buses,736
2002 Nov,2002,Nov,2nd,Received,Motorcycles,676
2002 Nov,2002,Nov,2nd,Received,Open,1445
2002 Nov,2002,Nov,2nd,Dollar Amount,Cars <=1600cc,29008
2002 Nov,2002,Nov,2nd,Dollar Amount,Cars >1600cc,28001
2002 Nov,2002,Nov,2nd,Dollar Amount,Goods Vehicles and Buses,13789
2002 Nov,2002,Nov,2nd,Dollar Amount,Motorcycles,1
2002 Nov,2002,Nov,2nd,Dollar Amount,Open,28005
2002 Nov,2002,Nov,2nd,PQP,Cars <=1600cc,29854
2002 Nov,2002,Nov,2nd,PQP,Cars >1600cc,29650
2002 Nov,2002,Nov,2nd,PQP,Goods Vehicles and Buses,16000
2002 Nov,2002,Nov,2nd,PQP,Motorcycles,24
2002 Dec,2002,Dec,1st,Quota,Total,4506
2002 Dec,2002,Dec,1st,Quota,Cars <=1600cc,1332
2002 Dec,2002,Dec,1st,Quota,Cars >1600cc,663
2002 Dec,2002,Dec,1st,Quota,Goods Vehicles and Buses,572
2002 Dec,2002,Dec,1st,Quota,Motorcycles,834
2002 Dec,2002,Dec,1st,Quota,Open,1105
2002 Dec,2002,Dec,1st,Successful,Total,4434
2002 Dec,2002,Dec,1st,Successful,Cars <=1600cc,1322
2002 Dec,2002,Dec,1st,Successful,Cars >1600cc,619
2002 Dec,2002,Dec,1st,Successful,Goods Vehicles and Buses,566
2002 Dec,2002,Dec,1st,Successful,Motorcycles,826
2002 Dec,2002,Dec,1st,Successful,Open,1101
2002 Dec,2002,Dec,1st,Received,Total,5776
2002 Dec,2002,Dec,1st,Received,Cars <=1600cc,1851
2002 Dec,2002,Dec,1st,Received,Cars >1600cc,822
2002 Dec,2002,Dec,1st,Received,Goods Vehicles and Buses,773
2002 Dec,2002,Dec,1st,Received,Motorcycles,853
2002 Dec,2002,Dec,1st,Received,Open,1477
2002 Dec,2002,Dec,1st,Dollar Amount,Cars <=1600cc,28501
2002 Dec,2002,Dec,1st,Dollar Amount,Cars >1600cc,27289
2002 Dec,2002,Dec,1st,Dollar Amount,Goods Vehicles and Buses,12552
2002 Dec,2002,Dec,1st,Dollar Amount,Motorcycles,3
2002 Dec,2002,Dec,1st,Dollar Amount,Open,28487
2002 Dec,2002,Dec,2nd,Quota,Total,4727
2002 Dec,2002,Dec,2nd,Quota,Cars <=1600cc,1338
2002 Dec,2002,Dec,2nd,Quota,Cars >1600cc,728
2002 Dec,2002,Dec,2nd,Quota,Goods Vehicles and Buses,579
2002 Dec,2002,Dec,2nd,Quota,Motorcycles,991
2002 Dec,2002,Dec,2nd,Quota,Open,1091
2002 Dec,2002,Dec,2nd,Successful,Total,4425
2002 Dec,2002,Dec,2nd,Successful,Cars <=1600cc,1337
2002 Dec,2002,Dec,2nd,Successful,Cars >1600cc,728
2002 Dec,2002,Dec,2nd,Successful,Goods Vehicles and Buses,544
2002 Dec,2002,Dec,2nd,Successful,Motorcycles,734
2002 Dec,2002,Dec,2nd,Successful,Open,1082
2002 Dec,2002,Dec,2nd,Received,Total,5440
2002 Dec,2002,Dec,2nd,Received,Cars <=1600cc,1546
2002 Dec,2002,Dec,2nd,Received,Cars >1600cc,977
2002 Dec,2002,Dec,2nd,Received,Goods Vehicles and Buses,682
2002 Dec,2002,Dec,2nd,Received,Motorcycles,734
2002 Dec,2002,Dec,2nd,Received,Open,1501
2002 Dec,2002,Dec,2nd,Dollar Amount,Cars <=1600cc,26993
2002 Dec,2002,Dec,2nd,Dollar Amount,Cars >1600cc,23890
2002 Dec,2002,Dec,2nd,Dollar Amount,Goods Vehicles and Buses,10001
2002 Dec,2002,Dec,2nd,Dollar Amount,Motorcycles,1
2002 Dec,2002,Dec,2nd,Dollar Amount,Open,27119
2002 Dec,2002,Dec,2nd,PQP,Cars <=1600cc,29285
2002 Dec,2002,Dec,2nd,PQP,Cars >1600cc,28243
2002 Dec,2002,Dec,2nd,PQP,Goods Vehicles and Buses,14290
2002 Dec,2002,Dec,2nd,PQP,Motorcycles,13
2003 Jan,2003,Jan,1st,Quota,Total,4560
2003 Jan,2003,Jan,1st,Quota,Cars <=1600cc,1342
2003 Jan,2003,Jan,1st,Quota,Cars >1600cc,707
2003 Jan,2003,Jan,1st,Quota,Goods Vehicles and Buses,577
2003 Jan,2003,Jan,1st,Quota,Motorcycles,840
2003 Jan,2003,Jan,1st,Quota,Open,1094
2003 Jan,2003,Jan,1st,Successful,Total,4497
2003 Jan,2003,Jan,1st,Successful,Cars <=1600cc,1335
2003 Jan,2003,Jan,1st,Successful,Cars >1600cc,707
2003 Jan,2003,Jan,1st,Successful,Goods Vehicles and Buses,566
2003 Jan,2003,Jan,1st,Successful,Motorcycles,795
2003 Jan,2003,Jan,1st,Successful,Open,1094
2003 Jan,2003,Jan,1st,Received,Total,6738
2003 Jan,2003,Jan,1st,Received,Cars <=1600cc,2153
2003 Jan,2003,Jan,1st,Received,Cars >1600cc,1128
2003 Jan,2003,Jan,1st,Received,Goods Vehicles and Buses,1017
2003 Jan,2003,Jan,1st,Received,Motorcycles,795
2003 Jan,2003,Jan,1st,Received,Open,1645
2003 Jan,2003,Jan,1st,Dollar Amount,Cars <=1600cc,28489
2003 Jan,2003,Jan,1st,Dollar Amount,Cars >1600cc,29099
2003 Jan,2003,Jan,1st,Dollar Amount,Goods Vehicles and Buses,13101
2003 Jan,2003,Jan,1st,Dollar Amount,Motorcycles,1
2003 Jan,2003,Jan,1st,Dollar Amount,Open,29001
2003 Jan,2003,Jan,2nd,Quota,Total,4787
2003 Jan,2003,Jan,2nd,Quota,Cars <=1600cc,1333
2003 Jan,2003,Jan,2nd,Quota,Cars >1600cc,662
2003 Jan,2003,Jan,2nd,Quota,Goods Vehicles and Buses,605
2003 Jan,2003,Jan,2nd,Quota,Motorcycles,1088
2003 Jan,2003,Jan,2nd,Quota,Open,1099
2003 Jan,2003,Jan,2nd,Successful,Total,4558
2003 Jan,2003,Jan,2nd,Successful,Cars <=1600cc,1325
2003 Jan,2003,Jan,2nd,Successful,Cars >1600cc,661
2003 Jan,2003,Jan,2nd,Successful,Goods Vehicles and Buses,605
2003 Jan,2003,Jan,2nd,Successful,Motorcycles,868
2003 Jan,2003,Jan,2nd,Successful,Open,1099
2003 Jan,2003,Jan,2nd,Received,Total,5767
2003 Jan,2003,Jan,2nd,Received,Cars <=1600cc,1651
2003 Jan,2003,Jan,2nd,Received,Cars >1600cc,919
2003 Jan,2003,Jan,2nd,Received,Goods Vehicles and Buses,814
2003 Jan,2003,Jan,2nd,Received,Motorcycles,868
2003 Jan,2003,Jan,2nd,Received,Open,1515
2003 Jan,2003,Jan,2nd,Dollar Amount,Cars <=1600cc,26499
2003 Jan,2003,Jan,2nd,Dollar Amount,Cars >1600cc,25028
2003 Jan,2003,Jan,2nd,Dollar Amount,Goods Vehicles and Buses,11910
2003 Jan,2003,Jan,2nd,Dollar Amount,Motorcycles,1
2003 Jan,2003,Jan,2nd,Dollar Amount,Open,27416
2003 Jan,2003,Jan,2nd,PQP,Cars <=1600cc,28101
2003 Jan,2003,Jan,2nd,PQP,Cars >1600cc,26829
2003 Jan,2003,Jan,2nd,PQP,Goods Vehicles and Buses,12725
2003 Jan,2003,Jan,2nd,PQP,Motorcycles,3
2003 Feb,2003,Feb,1st,Quota,Total,4551
2003 Feb,2003,Feb,1st,Quota,Cars <=1600cc,1339
2003 Feb,2003,Feb,1st,Quota,Cars >1600cc,663
2003 Feb,2003,Feb,1st,Quota,Goods Vehicles and Buses,582
2003 Feb,2003,Feb,1st,Quota,Motorcycles,877
2003 Feb,2003,Feb,1st,Quota,Open,1090
2003 Feb,2003,Feb,1st,Successful,Total,4071
2003 Feb,2003,Feb,1st,Successful,Cars <=1600cc,1339
2003 Feb,2003,Feb,1st,Successful,Cars >1600cc,656
2003 Feb,2003,Feb,1st,Successful,Goods Vehicles and Buses,578
2003 Feb,2003,Feb,1st,Successful,Motorcycles,408
2003 Feb,2003,Feb,1st,Successful,Open,1090
2003 Feb,2003,Feb,1st,Received,Total,6925
2003 Feb,2003,Feb,1st,Received,Cars <=1600cc,2405
2003 Feb,2003,Feb,1st,Received,Cars >1600cc,1342
2003 Feb,2003,Feb,1st,Received,Goods Vehicles and Buses,864
2003 Feb,2003,Feb,1st,Received,Motorcycles,408
2003 Feb,2003,Feb,1st,Received,Open,1906
2003 Feb,2003,Feb,1st,Dollar Amount,Cars <=1600cc,31003
2003 Feb,2003,Feb,1st,Dollar Amount,Cars >1600cc,33657
2003 Feb,2003,Feb,1st,Dollar Amount,Goods Vehicles and Buses,12586
2003 Feb,2003,Feb,1st,Dollar Amount,Motorcycles,1
2003 Feb,2003,Feb,1st,Dollar Amount,Open,33901
2003 Feb,2003,Feb,2nd,Quota,Total,4714
2003 Feb,2003,Feb,2nd,Quota,Cars <=1600cc,1340
2003 Feb,2003,Feb,2nd,Quota,Cars >1600cc,663
2003 Feb,2003,Feb,2nd,Quota,Goods Vehicles and Buses,570
2003 Feb,2003,Feb,2nd,Quota,Motorcycles,1051
2003 Feb,2003,Feb,2nd,Quota,Open,1090
2003 Feb,2003,Feb,2nd,Successful,Total,4482
2003 Feb,2003,Feb,2nd,Successful,Cars <=1600cc,1335
2003 Feb,2003,Feb,2nd,Successful,Cars >1600cc,659
2003 Feb,2003,Feb,2nd,Successful,Goods Vehicles and Buses,570
2003 Feb,2003,Feb,2nd,Successful,Motorcycles,834
2003 Feb,2003,Feb,2nd,Successful,Open,1084
2003 Feb,2003,Feb,2nd,Received,Total,6536
2003 Feb,2003,Feb,2nd,Received,Cars <=1600cc,2251
2003 Feb,2003,Feb,2nd,Received,Cars >1600cc,1148
2003 Feb,2003,Feb,2nd,Received,Goods Vehicles and Buses,786
2003 Feb,2003,Feb,2nd,Received,Motorcycles,834
2003 Feb,2003,Feb,2nd,Received,Open,1517
2003 Feb,2003,Feb,2nd,Dollar Amount,Cars <=1600cc,29999
2003 Feb,2003,Feb,2nd,Dollar Amount,Cars >1600cc,30699
2003 Feb,2003,Feb,2nd,Dollar Amount,Goods Vehicles and Buses,11201
2003 Feb,2003,Feb,2nd,Dollar Amount,Motorcycles,1
2003 Feb,2003,Feb,2nd,Dollar Amount,Open,30100
2003 Feb,2003,Feb,2nd,PQP,Cars <=1600cc,28581
2003 Feb,2003,Feb,2nd,PQP,Cars >1600cc,28277
2003 Feb,2003,Feb,2nd,PQP,Goods Vehicles and Buses,11892
2003 Feb,2003,Feb,2nd,PQP,Motorcycles,2
2003 Mar,2003,Mar,1st,Quota,Total,4968
2003 Mar,2003,Mar,1st,Quota,Cars <=1600cc,1332
2003 Mar,2003,Mar,1st,Quota,Cars >1600cc,670
2003 Mar,2003,Mar,1st,Quota,Goods Vehicles and Buses,575
2003 Mar,2003,Mar,1st,Quota,Motorcycles,1301
2003 Mar,2003,Mar,1st,Quota,Open,1090
2003 Mar,2003,Mar,1st,Successful,Total,4501
2003 Mar,2003,Mar,1st,Successful,Cars <=1600cc,1329
2003 Mar,2003,Mar,1st,Successful,Cars >1600cc,663
2003 Mar,2003,Mar,1st,Successful,Goods Vehicles and Buses,574
2003 Mar,2003,Mar,1st,Successful,Motorcycles,904
2003 Mar,2003,Mar,1st,Successful,Open,1031
2003 Mar,2003,Mar,1st,Received,Total,6124
2003 Mar,2003,Mar,1st,Received,Cars <=1600cc,1990
2003 Mar,2003,Mar,1st,Received,Cars >1600cc,965
2003 Mar,2003,Mar,1st,Received,Goods Vehicles and Buses,742
2003 Mar,2003,Mar,1st,Received,Motorcycles,904
2003 Mar,2003,Mar,1st,Received,Open,1523
2003 Mar,2003,Mar,1st,Dollar Amount,Cars <=1600cc,28308
2003 Mar,2003,Mar,1st,Dollar Amount,Cars >1600cc,27999
2003 Mar,2003,Mar,1st,Dollar Amount,Goods Vehicles and Buses,11208
2003 Mar,2003,Mar,1st,Dollar Amount,Motorcycles,1
2003 Mar,2003,Mar,1st,Dollar Amount,Open,27000
2003 Mar,2003,Mar,2nd,Quota,Total,4717
2003 Mar,2003,Mar,2nd,Quota,Cars <=1600cc,1337
2003 Mar,2003,Mar,2nd,Quota,Cars >1600cc,666
2003 Mar,2003,Mar,2nd,Quota,Goods Vehicles and Buses,570
2003 Mar,2003,Mar,2nd,Quota,Motorcycles,1048
2003 Mar,2003,Mar,2nd,Quota,Open,1096
2003 Mar,2003,Mar,2nd,Successful,Total,4268
2003 Mar,2003,Mar,2nd,Successful,Cars <=1600cc,1333
2003 Mar,2003,Mar,2nd,Successful,Cars >1600cc,640
2003 Mar,2003,Mar,2nd,Successful,Goods Vehicles and Buses,566
2003 Mar,2003,Mar,2nd,Successful,Motorcycles,644
2003 Mar,2003,Mar,2nd,Successful,Open,1085
2003 Mar,2003,Mar,2nd,Received,Total,5849
2003 Mar,2003,Mar,2nd,Received,Cars <=1600cc,1923
2003 Mar,2003,Mar,2nd,Received,Cars >1600cc,944
2003 Mar,2003,Mar,2nd,Received,Goods Vehicles and Buses,662
2003 Mar,2003,Mar,2nd,Received,Motorcycles,644
2003 Mar,2003,Mar,2nd,Received,Open,1676
2003 Mar,2003,Mar,2nd,Dollar Amount,Cars <=1600cc,26999
2003 Mar,2003,Mar,2nd,Dollar Amount,Cars >1600cc,26001
2003 Mar,2003,Mar,2nd,Dollar Amount,Goods Vehicles and Buses,10509
2003 Mar,2003,Mar,2nd,Dollar Amount,Motorcycles,1
2003 Mar,2003,Mar,2nd,Dollar Amount,Open,25501
2003 Mar,2003,Mar,2nd,PQP,Cars <=1600cc,28550
2003 Mar,2003,Mar,2nd,PQP,Cars >1600cc,28748
2003 Mar,2003,Mar,2nd,PQP,Goods Vehicles and Buses,11753
2003 Mar,2003,Mar,2nd,PQP,Motorcycles,1
2003 Apr,2003,Apr,1st,Quota,Total,4895
2003 Apr,2003,Apr,1st,Quota,Cars <=1600cc,1473
2003 Apr,2003,Apr,1st,Quota,Cars >1600cc,919
2003 Apr,2003,Apr,1st,Quota,Goods Vehicles and Buses,603
2003 Apr,2003,Apr,1st,Quota,Motorcycles,954
2003 Apr,2003,Apr,1st,Quota,Open,946
2003 Apr,2003,Apr,1st,Successful,Total,4876
2003 Apr,2003,Apr,1st,Successful,Cars <=1600cc,1464
2003 Apr,2003,Apr,1st,Successful,Cars >1600cc,917
2003 Apr,2003,Apr,1st,Successful,Goods Vehicles and Buses,603
2003 Apr,2003,Apr,1st,Successful,Motorcycles,950
2003 Apr,2003,Apr,1st,Successful,Open,942
2003 Apr,2003,Apr,1st,Received,Total,8381
2003 Apr,2003,Apr,1st,Received,Cars <=1600cc,2816
2003 Apr,2003,Apr,1st,Received,Cars >1600cc,1790
2003 Apr,2003,Apr,1st,Received,Goods Vehicles and Buses,719
2003 Apr,2003,Apr,1st,Received,Motorcycles,1521
2003 Apr,2003,Apr,1st,Received,Open,1535
2003 Apr,2003,Apr,1st,Dollar Amount,Cars <=1600cc,27497
2003 Apr,2003,Apr,1st,Dollar Amount,Cars >1600cc,26601
2003 Apr,2003,Apr,1st,Dollar Amount,Goods Vehicles and Buses,11122
2003 Apr,2003,Apr,1st,Dollar Amount,Motorcycles,136
2003 Apr,2003,Apr,1st,Dollar Amount,Open,27501
2003 Apr,2003,Apr,2nd,Quota,Total,4875
2003 Apr,2003,Apr,2nd,Quota,Cars <=1600cc,1474
2003 Apr,2003,Apr,2nd,Quota,Cars >1600cc,938
2003 Apr,2003,Apr,2nd,Quota,Goods Vehicles and Buses,605
2003 Apr,2003,Apr,2nd,Quota,Motorcycles,960
2003 Apr,2003,Apr,2nd,Quota,Open,898
2003 Apr,2003,Apr,2nd,Successful,Total,4839
2003 Apr,2003,Apr,2nd,Successful,Cars <=1600cc,1473
2003 Apr,2003,Apr,2nd,Successful,Cars >1600cc,935
2003 Apr,2003,Apr,2nd,Successful,Goods Vehicles and Buses,591
2003 Apr,2003,Apr,2nd,Successful,Motorcycles,943
2003 Apr,2003,Apr,2nd,Successful,Open,897
2003 Apr,2003,Apr,2nd,Received,Total,8056
2003 Apr,2003,Apr,2nd,Received,Cars <=1600cc,2728
2003 Apr,2003,Apr,2nd,Received,Cars >1600cc,1762
2003 Apr,2003,Apr,2nd,Received,Goods Vehicles and Buses,684
2003 Apr,2003,Apr,2nd,Received,Motorcycles,1411
2003 Apr,2003,Apr,2nd,Received,Open,1471
2003 Apr,2003,Apr,2nd,Dollar Amount,Cars <=1600cc,28054
2003 Apr,2003,Apr,2nd,Dollar Amount,Cars >1600cc,27058
2003 Apr,2003,Apr,2nd,Dollar Amount,Goods Vehicles and Buses,11113
2003 Apr,2003,Apr,2nd,Dollar Amount,Motorcycles,202
2003 Apr,2003,Apr,2nd,Dollar Amount,Open,28109
2003 Apr,2003,Apr,2nd,PQP,Cars <=1600cc,28644
2003 Apr,2003,Apr,2nd,PQP,Cars >1600cc,28670
2003 Apr,2003,Apr,2nd,PQP,Goods Vehicles and Buses,11290
2003 Apr,2003,Apr,2nd,PQP,Motorcycles,57
2003 May,2003,May,1st,Quota,Total,4447
2003 May,2003,May,1st,Quota,Cars <=1600cc,1479
2003 May,2003,May,1st,Quota,Cars >1600cc,914
2003 May,2003,May,1st,Quota,Goods Vehicles and Buses,602
2003 May,2003,May,1st,Quota,Motorcycles,561
2003 May,2003,May,1st,Quota,Open,891
2003 May,2003,May,1st,Successful,Total,4408
2003 May,2003,May,1st,Successful,Cars <=1600cc,1479
2003 May,2003,May,1st,Successful,Cars >1600cc,913
2003 May,2003,May,1st,Successful,Goods Vehicles and Buses,595
2003 May,2003,May,1st,Successful,Motorcycles,530
2003 May,2003,May,1st,Successful,Open,891
2003 May,2003,May,1st,Received,Total,7844
2003 May,2003,May,1st,Received,Cars <=1600cc,3284
2003 May,2003,May,1st,Received,Cars >1600cc,1788
2003 May,2003,May,1st,Received,Goods Vehicles and Buses,781
2003 May,2003,May,1st,Received,Motorcycles,671
2003 May,2003,May,1st,Received,Open,1320
2003 May,2003,May,1st,Dollar Amount,Cars <=1600cc,29299
2003 May,2003,May,1st,Dollar Amount,Cars >1600cc,28589
2003 May,2003,May,1st,Dollar Amount,Goods Vehicles and Buses,10889
2003 May,2003,May,1st,Dollar Amount,Motorcycles,233
2003 May,2003,May,1st,Dollar Amount,Open,29538
2003 May,2003,May,2nd,Quota,Total,4462
2003 May,2003,May,2nd,Quota,Cars <=1600cc,1471
2003 May,2003,May,2nd,Quota,Cars >1600cc,915
2003 May,2003,May,2nd,Quota,Goods Vehicles and Buses,615
2003 May,2003,May,2nd,Quota,Motorcycles,573
2003 May,2003,May,2nd,Quota,Open,888
2003 May,2003,May,2nd,Successful,Total,4429
2003 May,2003,May,2nd,Successful,Cars <=1600cc,1463
2003 May,2003,May,2nd,Successful,Cars >1600cc,913
2003 May,2003,May,2nd,Successful,Goods Vehicles and Buses,615
2003 May,2003,May,2nd,Successful,Motorcycles,553
2003 May,2003,May,2nd,Successful,Open,885
2003 May,2003,May,2nd,Received,Total,7203
2003 May,2003,May,2nd,Received,Cars <=1600cc,2621
2003 May,2003,May,2nd,Received,Cars >1600cc,1592
2003 May,2003,May,2nd,Received,Goods Vehicles and Buses,721
2003 May,2003,May,2nd,Received,Motorcycles,791
2003 May,2003,May,2nd,Received,Open,1478
2003 May,2003,May,2nd,Dollar Amount,Cars <=1600cc,31095
2003 May,2003,May,2nd,Dollar Amount,Cars >1600cc,31400
2003 May,2003,May,2nd,Dollar Amount,Goods Vehicles and Buses,10710
2003 May,2003,May,2nd,Dollar Amount,Motorcycles,351
2003 May,2003,May,2nd,Dollar Amount,Open,31800
2003 May,2003,May,2nd,PQP,Cars <=1600cc,28542
2003 May,2003,May,2nd,PQP,Cars >1600cc,27942
2003 May,2003,May,2nd,PQP,Goods Vehicles and Buses,10926
2003 May,2003,May,2nd,PQP,Motorcycles,154
2003 Jun,2003,Jun,1st,Quota,Total,4467
2003 Jun,2003,Jun,1st,Quota,Cars <=1600cc,1470
2003 Jun,2003,Jun,1st,Quota,Cars >1600cc,913
2003 Jun,2003,Jun,1st,Quota,Goods Vehicles and Buses,609
2003 Jun,2003,Jun,1st,Quota,Motorcycles,588
2003 Jun,2003,Jun,1st,Quota,Open,887
2003 Jun,2003,Jun,1st,Successful,Total,4355
2003 Jun,2003,Jun,1st,Successful,Cars <=1600cc,1469
2003 Jun,2003,Jun,1st,Successful,Cars >1600cc,908
2003 Jun,2003,Jun,1st,Successful,Goods Vehicles and Buses,608
2003 Jun,2003,Jun,1st,Successful,Motorcycles,494
2003 Jun,2003,Jun,1st,Successful,Open,876
2003 Jun,2003,Jun,1st,Received,Total,6919
2003 Jun,2003,Jun,1st,Received,Cars <=1600cc,2388
2003 Jun,2003,Jun,1st,Received,Cars >1600cc,1448
2003 Jun,2003,Jun,1st,Received,Goods Vehicles and Buses,734
2003 Jun,2003,Jun,1st,Received,Motorcycles,932
2003 Jun,2003,Jun,1st,Received,Open,1417
2003 Jun,2003,Jun,1st,Dollar Amount,Cars <=1600cc,31799
2003 Jun,2003,Jun,1st,Dollar Amount,Cars >1600cc,31501
2003 Jun,2003,Jun,1st,Dollar Amount,Goods Vehicles and Buses,10899
2003 Jun,2003,Jun,1st,Dollar Amount,Motorcycles,452
2003 Jun,2003,Jun,1st,Dollar Amount,Open,32597
2003 Jun,2003,Jun,2nd,Quota,Total,4459
2003 Jun,2003,Jun,2nd,Quota,Cars <=1600cc,1478
2003 Jun,2003,Jun,2nd,Quota,Cars >1600cc,914
2003 Jun,2003,Jun,2nd,Quota,Goods Vehicles and Buses,601
2003 Jun,2003,Jun,2nd,Quota,Motorcycles,576
2003 Jun,2003,Jun,2nd,Quota,Open,890
2003 Jun,2003,Jun,2nd,Successful,Total,4406
2003 Jun,2003,Jun,2nd,Successful,Cars <=1600cc,1471
2003 Jun,2003,Jun,2nd,Successful,Cars >1600cc,908
2003 Jun,2003,Jun,2nd,Successful,Goods Vehicles and Buses,584
2003 Jun,2003,Jun,2nd,Successful,Motorcycles,564
2003 Jun,2003,Jun,2nd,Successful,Open,879
2003 Jun,2003,Jun,2nd,Received,Total,6373
2003 Jun,2003,Jun,2nd,Received,Cars <=1600cc,2267
2003 Jun,2003,Jun,2nd,Received,Cars >1600cc,1281
2003 Jun,2003,Jun,2nd,Received,Goods Vehicles and Buses,724
2003 Jun,2003,Jun,2nd,Received,Motorcycles,773
2003 Jun,2003,Jun,2nd,Received,Open,1328
2003 Jun,2003,Jun,2nd,Dollar Amount,Cars <=1600cc,31440
2003 Jun,2003,Jun,2nd,Dollar Amount,Cars >1600cc,31505
2003 Jun,2003,Jun,2nd,Dollar Amount,Goods Vehicles and Buses,11301
2003 Jun,2003,Jun,2nd,Dollar Amount,Motorcycles,502
2003 Jun,2003,Jun,2nd,Dollar Amount,Open,32000
2003 Jun,2003,Jun,2nd,PQP,Cars <=1600cc,29864
2003 Jun,2003,Jun,2nd,PQP,Cars >1600cc,29443
2003 Jun,2003,Jun,2nd,PQP,Goods Vehicles and Buses,11006
2003 Jun,2003,Jun,2nd,PQP,Motorcycles,313
2003 Jul,2003,Jul,1st,Quota,Total,4539
2003 Jul,2003,Jul,1st,Quota,Cars <=1600cc,1471
2003 Jul,2003,Jul,1st,Quota,Cars >1600cc,917
2003 Jul,2003,Jul,1st,Quota,Goods Vehicles and Buses,602
2003 Jul,2003,Jul,1st,Quota,Motorcycles,651
2003 Jul,2003,Jul,1st,Quota,Open,898
2003 Jul,2003,Jul,1st,Successful,Total,4482
2003 Jul,2003,Jul,1st,Successful,Cars <=1600cc,1462
2003 Jul,2003,Jul,1st,Successful,Cars >1600cc,917
2003 Jul,2003,Jul,1st,Successful,Goods Vehicles and Buses,598
2003 Jul,2003,Jul,1st,Successful,Motorcycles,612
2003 Jul,2003,Jul,1st,Successful,Open,893
2003 Jul,2003,Jul,1st,Received,Total,6698
2003 Jul,2003,Jul,1st,Received,Cars <=1600cc,2341
2003 Jul,2003,Jul,1st,Received,Cars >1600cc,1359
2003 Jul,2003,Jul,1st,Received,Goods Vehicles and Buses,761
2003 Jul,2003,Jul,1st,Received,Motorcycles,858
2003 Jul,2003,Jul,1st,Received,Open,1379
2003 Jul,2003,Jul,1st,Dollar Amount,Cars <=1600cc,32079
2003 Jul,2003,Jul,1st,Dollar Amount,Cars >1600cc,32779
